PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0103_03,1,G/18/S,-1.5921024460173692,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Fanne Mclainez,0,1,0,0,0,0,1
0105_01,0,F/21/P,-0.12748648295337112,0,-0.340589866958155,-0.2873140387436576,0.6633445881306594,-0.2748850299172128,-0.15342016635991748,Carry Cleachrand,0,1,0,0,0,0,1
0107_01,0,D/2/S,-0.545948186685942,0,2.3015145122817375,-0.2841779512383205,-0.26235957339813093,-0.27666342233874663,-0.26902262771835533,Coobix Hart,0,0,0,1,0,0,1
0108_01,1,G/19/S,-0.40646095210841837,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Natald Handertiz,0,1,0,0,0,0,1
0108_02,0,G/19/S,0.15148798620167614,0,0.5113106844662968,-0.2873140387436576,0.25489645899318225,-0.27666342233874663,-0.26902262771835533,,0,1,0,0,0,0,1
0108_03,0,G/19/S,-2.01056414974994,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Oline Handertiz,1,1,0,0,0,0,1
0110_01,0,,0.22123160349043797,0,-0.340589866958155,-0.03015486330601851,-0.28077321856416476,3.216988489764452,0.40517798661635096,Graviph Aloubtled,0,0,1,0,0,0,1
0110_02,0,B/5/P,0.7791805418005325,0,-0.340589866958155,-0.07970504589034409,-0.290817025018365,-0.27666342233874663,1.21968998534794,Aldeba Bootious,0,0,1,0,0,0,1
0110_03,0,B/5/P,0.9186677763780561,0,3.00789468481518,6.874255388444057,-0.290817025018365,1.3843550993738456,0.12367275628549847,Alaratz Aloubtled,1,0,1,0,0,0,1
0110_04,1,B/5/P,-0.0577428656646093,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Izark Aloubtled,1,0,1,0,0,0,1
0111_01,1,E/6/S,0.012000751624152513,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Aldera Supred,1,0,1,0,0,0,1
0112_01,0,B/1/S,1.337129480110627,1,-0.340589866958155,1.3039367614643675,-0.14518183143246127,-0.26154708675570915,-0.2575506277362203,Moth Cowtale,1,0,1,0,1,0,0
0113_01,0,F/23/P,2.4530273567308165,0,-0.340589866958155,-0.2873140387436576,1.0550530398444695,-0.27666342233874663,-0.26902262771835533,Idary Carvis,1,1,0,0,0,0,1
0114_01,0,G/20/S,-0.12748648295337112,0,-0.21629120998875104,-0.18884089107607382,0.42731513645695335,-0.06503472417622151,-0.268140166181268,Maura Beckerson,0,1,0,0,0,0,1
0115_01,0,F/24/P,-0.19723010024213294,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-1.0032426156241308e-16,Rohs Pead,1,0,0,1,0,0,1
0116_01,0,D/4/P,0.2909752207791998,0,-0.33907402967804035,1.1069904661292,-0.290817025018365,-0.2659930678095437,0.08749183326491868,Alhenah Suptive,1,0,1,0,0,0,1
0119_01,0,A/0/P,0.7094369245117707,0,-0.340589866958155,1.182883783758357,-0.290817025018365,-0.21886566863889734,5.818197055109922,Batan Coning,0,1,0,0,0,0,1
0119_02,1,A/0/P,-1.1038971249960365,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Kleeiak Coning,1,0,1,0,0,0,1
0120_01,1,F/25/P,-0.33671733481965654,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-1.0032426156241308e-16,Bees Sacre,1,0,0,1,0,0,1
0122_01,0,G/21/S,0.012000751624152513,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,0.3448847289873251,-0.20372047397389426,Shelle Hayder,0,1,0,0,0,0,1
0123_01,0,F/27/P,-0.7551790385522275,0,-0.2572188165518475,0.0871348093935876,-0.20879260564239624,-0.27666342233874663,-0.268140166181268,Iree Fielson,0,1,0,0,0,0,1
0126_01,1,F/27/S,2.662258208597102,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Milly Mish,1,0,0,1,0,0,1
0127_01,0,E/7/S,0.4304624553567234,0,0.7220120664022377,-0.2873140387436576,0.204677426722181,-0.27666342233874663,-0.24696108929117255,Miloss Mesty,0,0,0,1,0,0,1
0128_01,0,D/3/S,2.2437965048645307,1,3.2261752531516947,-0.07782339338714185,-0.2757513153370646,0.0043225802635976545,-0.26725770464418075,Grohs Fles,0,0,0,1,0,0,1
0128_02,0,E/8/S,1.1278986282443415,0,2.8472159331230236,-0.2835507337372531,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Barave Fles,0,0,0,1,0,0,1
0129_01,1,G/22/S,-0.4762045693971802,0,-0.340589866958155,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,Race Fowles,1,1,0,0,0,1,0
0133_01,1,F/29/S,-0.6854354212634657,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Flynx Blie,1,0,0,1,0,0,1
0133_02,0,D/5/S,0.5002060726454852,0,3.8097726059958474,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Egrasp Blie,0,0,0,1,0,0,1
0134_01,0,G/17/P,-0.6854354212634657,0,-0.340589866958155,-0.2785329937287138,0.931179426909333,-0.27666342233874663,-0.26902262771835533,Camina Harmontry,1,1,0,0,0,0,1
0136_01,0,G/23/S,1.2673858628218653,0,-0.19355365078703077,-0.025137123297479212,-0.07989708948015961,-0.25443351706957384,-0.2204872431785532,,0,1,0,0,0,1,0
0138_01,1,G/18/P,-1.1038971249960365,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Fayene Gambs,1,1,0,0,0,0,1
0138_02,0,E/5/P,0.36071883806796157,0,-0.340589866958155,-0.2735152537201745,-0.290817025018365,0.2248432405337919,-0.08635308954128178,Monah Gambs,0,1,0,0,0,0,1
0139_01,1,C/6/S,0.4304624553567234,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Charda Myling,1,0,1,0,1,0,0
0140_01,1,G/19/P,-0.33671733481965654,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Evaley Mejiaddox,1,1,0,0,0,0,1
0140_02,0,F/29/P,-0.19723010024213294,0,0.3263785362923055,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,0.13867460241598276,Verney Whitakers,0,1,0,0,0,0,1
0141_01,0,F/30/P,0.15148798620167614,0,4.308268671919345e-17,-0.2873140387436576,-0.1284421540087942,-0.27666342233874663,-0.26902262771835533,Pyrohs Harte,0,0,0,1,0,0,1
0144_01,0,F/31/S,-0.6156918039747038,0,-0.340589866958155,-0.023882688295344387,0.06071620087864398,-0.27666342233874663,-0.26902262771835533,Guadae Dayers,1,1,0,0,0,0,1
0146_01,0,G/25/S,1.8950784184207214,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Verly Wolferguson,0,1,0,0,0,0,1
0147_01,1,G/26/S,1.4766167146881506,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Samie Hubbarrison,1,1,0,0,0,0,1
0148_01,0,F/31/P,0.9186677763780561,0,1.2843876973247852,-0.2873140387436576,-0.27407734759469793,-0.27666342233874663,-0.20195555089971964,Corsh Pashe,0,0,0,1,0,0,1
0149_01,1,G/27/S,-2.477791031508112e-16,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Billya Hubbarrison,1,1,0,0,1,0,0
0151_01,1,G/20/P,0.6396933072230089,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Shanie Simson,0,1,0,0,1,0,0
0152_01,0,F/32/P,0.8489241590892943,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,0.266631525293643,Andan Estron,0,1,0,0,0,0,1
0160_01,0,G/22/P,-0.4762045693971802,0,5.903143889834225,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.21519247395602933,Gory Atkinney,0,1,0,0,0,0,1
0163_01,1,B/8/P,-0.19723010024213294,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Kabiton Hetforhaft,1,0,1,0,0,0,1
0163_02,1,B/8/P,-0.8249226558409892,0,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,Scharab Hetforhaft,1,0,1,0,0,0,1
0164_01,0,G/28/S,1.9648220357094834,0,-0.2647980029524209,0.7714291030581345,-0.290817025018365,-5.0544952658066925e-17,-0.14989032021156823,Fany Hutchinton,1,1,0,0,0,0,1
